000F349CFFE0;1171990885;36.307805477;
000F24DCBC50;1171990885;43.651583224;
000F349D03F0;1171990885;83.1763771103;
000F24DE10E0;1171990885;13.1825673856;
000F349D03C0;1171990885;39.8107170553;
000B1400BAB6;1171990885;39.8107170553;
000F34724BE0;1171990885;25.1188643151;
0060B380AE2D;1171990885;43.651583224;
000F349D03D0;1171990885;27.5422870334;
000F24DE10A0;1171990885;33.1131121483;
000F24DCBBC0;1171990885;91.2010839356;
000F34724C70;1171990885;20.8929613085;
000F349D05C0;1171990885;33.1131121483;
000F24DCB780;1171990885;43.651583224;
000F24DCB980;1171990885;30.199517204;
000F24DCB7E0;1171990885;52.480746025;
000F24DE10D0;1171990885;36.307805477;
000F34724B80;1171990885;75.8577575029;
0018F8D5D1A1;1171990885;43.651583224;
00156D101CCB;1171990885;25.1188643151;
000F349D0200;1171990885;6.3095734448;
000F34724C90;1171990885;25.1188643151;
000F349CFE80;1171990885;39.8107170553;
000F24DE1040;1171990885;47.8630092323;
000F24DE1150;1171990885;43.651583224;
00026F059857;1171990885;13.1825673856;
000F349D04B0;1171990885;25.1188643151;
000F24DCBC10;1171990885;43.651583224;
000F24DE1110;1171990885;30.199517204;
000F347247B0;1171990885;47.8630092323;
000F24DCB860;1171990885;39.8107170553;
001310A0699D;1171990885;120.226443462;
000F24DE10B0;1171990885;36.307805477;
000F349D0630;1171990885;39.8107170553;
000F24DCB7D0;1171990885;15.8489319246;
000F349D0550;1171990885;22.9086765277;
000F34724940;1171990885;33.1131121483;
000F24DCB920;1171990885;19.0546071796;
000F24DCB770;1171990885;39.8107170553;
000F349CFF20;1171990885;19.0546071796;
000F24DCB7A0;1171990885;36.307805477;
000F34724AB0;1171990885;36.307805477;
000F349D0680;1171990885;36.307805477;
000F349CFE70;1171990885;33.1131121483;
000F349CFF10;1171990885;5.2480746025;
000F24DA7D20;1171990885;25.1188643151;
000F349D0220;1171990885;33.1131121483;
