000B86C2B100;1172004137;109.647819614;
000B86C3CA00;1172004137;17.3780082875;
000B86C801A0;1172004137;57.5439937337;
000B86C3B6E0;1172004137;20.8929613085;
000B86C2A860;1172004137;75.8577575029;
0019E3001EDD;1172004137;33.1131121483;
003065048193;1172004137;30.199517204;
000B86C9FFC0;1172004137;131.825673856;
000B86C3B9A0;1172004137;33.1131121483;
000B86C3D5E0;1172004137;63.095734448;
000B86C78340;1172004137;17.3780082875;
000B86C9CF40;1172004137;47.8630092323;
000B86CDFE20;1172004137;63.095734448;
000B86C3CE40;1172004137;30.199517204;
000B86CEA940;1172004137;109.647819614;
000B86C39F60;1172004137;43.651583224;
000B86C3B360;1172004137;36.307805477;
000B86C3C640;1172004137;100.0;
000B86CA0260;1172004137;52.480746025;
00026F33448B;1172004137;47.8630092323;
000B86C2ADE0;1172004137;22.9086765277;
000B86C9EF00;1172004137;120.226443462;
000B86C3B920;1172004137;25.1188643151;
000B86C23400;1172004137;83.1763771103;
000B86CE1740;1172004137;91.2010839356;
000B86CE8740;1172004137;109.647819614;
000B86CDEF40;1172004137;109.647819614;
000B86C3B820;1172004137;22.9086765277;
000B86C78380;1172004137;63.095734448;
000B86CDFA00;1172004137;100.0;
000B86C2A9C0;1172004137;27.5422870334;
000B86CE8680;1172004137;43.651583224;
003065040BAA;1172004137;30.199517204;
000B86C3DB60;1172004137;100.0;
000B86CE9460;1172004137;120.226443462;
000B86CEA500;1172004137;91.2010839356;
000B86C3B6C0;1172004137;20.8929613085;
000F66D26D23;1172004137;14.4543977075;
000B86C9D5E0;1172004137;83.1763771103;
000B86C99B00;1172004137;43.651583224;
00115029EB4D;1172004137;52.480746025;
000B86C2BDC0;1172004137;19.0546071796;
000B86C4BE20;1172004137;57.5439937337;
000B86C3D200;1172004137;91.2010839356;
000B86C99920;1172004137;83.1763771103;
000B86CDEC60;1172004137;30.199517204;
000B86C2A840;1172004137;91.2010839356;
000B86C4C360;1172004137;83.1763771103;
