000F24DA0730;1172267481;57.5439937337;
000B86C99E80;1172267481;83.1763771103;
00409640736D;1172267481;69.1830970919;
000F24DA8000;1172267481;75.8577575029;
00601D1E72A6;1172267481;83.1763771103;
000B86D981E0;1172267481;57.5439937337;
000B86C87260;1172267481;69.1830970919;
000F24DA8080;1172267481;43.651583224;
000B86D2AB20;1172267481;69.1830970919;
000B86D987C0;1172267481;75.8577575029;
000F24DA8290;1172267481;43.651583224;
00156D101CE1;1172267481;83.1763771103;
0040964014C3;1172267481;75.8577575029;
000B86D993A0;1172267481;75.8577575029;
0040964014E8;1172267481;75.8577575029;
