000B86D02CC0;1172168582;47.8630092323;
000B86D02C80;1172168582;120.226443462;
000B86D02740;1172168582;33.1131121483;
000B86D01740;1172168582;63.095734448;
000B86D01B60;1172168582;57.5439937337;
000B86D024A0;1172168582;47.8630092323;
000B86D03620;1172168582;57.5439937337;
0016B6470C1D;1172168582;57.5439937337;
000B86CA3020;1172168582;63.095734448;
000B86D020C0;1172168582;63.095734448;
000B86D01780;1172168582;36.307805477;
000B86CA5700;1172168582;100.0;
0018F8477236;1172168582;100.0;
001839B86E2F;1172168582;83.1763771103;
000393EA62BE;1172168582;52.480746025;
000B86D01880;1172168582;100.0;
001839E7DC48;1172168582;83.1763771103;
000B86D01AE0;1172168582;52.480746025;
000B86D02900;1172168582;57.5439937337;
000B86D00A60;1172168582;36.307805477;
000B86D02020;1172168582;100.0;
0011D8BFFFFD;1172168582;83.1763771103;
000B86D03F00;1172168582;83.1763771103;
000B86D010A0;1172168582;57.5439937337;
00095BCB82BA;1172168582;75.8577575029;
000B86D01080;1172168582;52.480746025;
00184D80A596;1172168582;91.2010839356;
000B86D02920;1172168582;75.8577575029;
000B86D024C0;1172168582;57.5439937337;
00095BD91AB0;1172168582;39.8107170553;
000B86D02700;1172168582;109.647819614;
000B86CE4D20;1172168582;91.2010839356;
000B86CDED60;1172168582;83.1763771103;
000B86D01760;1172168582;57.5439937337;
00095BFF80AE;1172168582;69.1830970919;
000B86D03600;1172168582;27.5422870334;
