000B86CAC220;1172003808;1.44543977075;
000B86CAC920;1172003808;100.0;
000B86CACB80;1172003808;30.199517204;
000B86CD79A0;1172003808;57.5439937337;
000B86CD7F40;1172003808;15.8489319246;
000D28FC267C;1172003808;39.8107170553;
000B86CE8C80;1172003808;15.8489319246;
000B86CE4A40;1172003808;22.9086765277;
000B86CD8460;1172003808;109.647819614;
000B86CE89C0;1172003808;57.5439937337;
000B86CD7E60;1172003808;10.9647819614;
000B86CB7E00;1172003808;15.8489319246;
000B86CE86E0;1172003808;100.0;
000B86CE8960;1172003808;83.1763771103;
000B86CE87A0;1172003808;14.4543977075;
000B86CD9580;1172003808;120.226443462;
000B86CE5600;1172003808;43.651583224;
000B86CD9760;1172003808;75.8577575029;
000B86CACC60;1172003808;120.226443462;
000B86CD7880;1172003808;27.5422870334;
000D28F65B3A;1172003808;25.1188643151;
000B86C241C0;1172003808;33.1131121483;
